id_colis,id_produit,id_commande,exemplaire,motif
129559,1748,14489,5,la couleur du produit ne me plaît pas
129561,1763,31720,4,il existe une différence entre la fiche produit et l’article livré
129571,1199,33686,2,la couleur du produit ne me plaît pas
129586,2193,87430,4,la couleur du produit ne me plaît pas
129603,2161,15060,1,Le produit ne convient pas
129612,950,45605,1,Le produit ne convient pas
129618,368,67899,4,j ai finalement changé d’avis sur mes besoins
129636,1010,56687,4,produit abimé
129646,1284,97150,1,il existe une différence entre la fiche produit et l’article livré
129650,562,93007,1,la couleur du produit ne me plaît pas
129652,1995,58656,3,Le produit ne convient pas
129660,1040,60476,2,j ai finalement changé d’avis sur mes besoins
129661,492,41407,3,il y a un problème de taille
129692,109,48204,2,Le produit ne convient pas
129694,1538,88716,2,j ai finalement changé d’avis sur mes besoins
129705,1396,10447,2,la couleur du produit ne me plaît pas
129714,1688,53535,5,Le produit n’est pas à la hauteur de mes attentes
129719,796,59119,1,il existe une différence entre la fiche produit et l’article livré
129735,2138,74946,4,Le produit n’est pas à la hauteur de mes attentes
129745,1279,93368,1,il y a un problème de taille
129757,1761,28807,1,produit abimé
129762,1266,28460,2,j ai finalement changé d’avis sur mes besoins
129790,408,77271,2,produit abimé
129796,1846,4771,2,il existe une différence entre la fiche produit et l’article livré
129804,1193,59675,2,produit abimé
129825,1269,73787,2,la couleur du produit ne me plaît pas
129829,1156,55573,1,la couleur du produit ne me plaît pas
129839,1082,48372,2,la couleur du produit ne me plaît pas
129849,620,23681,1,Le produit ne convient pas
129854,1234,6707,1,il existe une différence entre la fiche produit et l’article livré
129866,1846,89981,1,il y a un problème de taille
129877,333,64927,1,la couleur du produit ne me plaît pas
129890,981,42192,2,il y a un problème de taille
129892,521,13009,3,Le produit n’est pas à la hauteur de mes attentes
129945,1435,58364,1,j ai finalement changé d’avis sur mes besoins
129948,463,40161,3,j ai finalement changé d’avis sur mes besoins
129966,339,7557,1,il existe une différence entre la fiche produit et l’article livré
129989,1125,15856,1,produit abimé
129990,1622,43965,4,Le produit n’est pas à la hauteur de mes attentes
129991,793,86046,2,produit abimé
129992,1119,38658,4,Le produit ne convient pas
129993,1828,89506,4,Le produit n’est pas à la hauteur de mes attentes
130005,1298,70651,4,il y a un problème de taille
130013,1265,59089,1,il existe une différence entre la fiche produit et l’article livré
130013,1004,37733,3,il existe une différence entre la fiche produit et l’article livré
130013,1376,21465,5,Le produit n’est pas à la hauteur de mes attentes
130018,66,91861,4,produit abimé
130026,1412,68531,2,la couleur du produit ne me plaît pas
130043,729,51872,3,il existe une différence entre la fiche produit et l’article livré
130048,2042,14817,1,produit abimé
130056,1928,18099,4,la couleur du produit ne me plaît pas
130064,2051,37061,2,il y a un problème de taille
130086,1954,44346,1,il existe une différence entre la fiche produit et l’article livré
130113,237,75611,1,Le produit n’est pas à la hauteur de mes attentes
130114,889,62830,2,produit abimé
130117,1493,21023,4,Le produit n’est pas à la hauteur de mes attentes
130148,975,73793,3,j ai finalement changé d’avis sur mes besoins
130150,948,21603,4,produit abimé
130207,1095,22624,1,il existe une différence entre la fiche produit et l’article livré
130211,851,45610,3,produit abimé
130222,1952,8006,1,produit abimé
130269,1861,96069,4,produit abimé
130290,2155,99888,2,j ai finalement changé d’avis sur mes besoins
130290,417,32128,3,la couleur du produit ne me plaît pas
130298,1960,17268,3,produit abimé
130299,589,57381,1,il existe une différence entre la fiche produit et l’article livré
130308,1046,32093,4,produit abimé
130317,171,64805,1,Le produit ne convient pas
130319,1864,957,3,produit abimé
130408,1888,14916,4,produit abimé
130412,1802,64096,2,produit abimé
130426,1209,98500,2,Le produit ne convient pas
130431,565,29934,4,il y a un problème de taille
130438,1508,48036,3,Le produit ne convient pas
130446,1248,34694,1,il y a un problème de taille
130447,1190,75369,1,Le produit ne convient pas
130454,217,32151,3,produit abimé
130463,334,80098,2,Le produit ne convient pas
130468,786,65123,1,il existe une différence entre la fiche produit et l’article livré
130486,1035,60177,4,Le produit n’est pas à la hauteur de mes attentes
130490,1452,53122,1,il existe une différence entre la fiche produit et l’article livré
130492,1256,43728,2,j ai finalement changé d’avis sur mes besoins
130516,1673,79344,4,il existe une différence entre la fiche produit et l’article livré
130518,153,86250,1,il y a un problème de taille
130534,2158,76316,3,produit abimé
130545,2112,68712,2,Le produit ne convient pas
130556,2101,80184,1,j ai finalement changé d’avis sur mes besoins
130564,5,25539,2,j ai finalement changé d’avis sur mes besoins
130586,386,21445,1,produit abimé
130589,380,96511,1,Le produit n’est pas à la hauteur de mes attentes
130592,623,41722,2,Le produit n’est pas à la hauteur de mes attentes
130605,1549,9153,3,Le produit ne convient pas
130606,1843,86732,2,Le produit n’est pas à la hauteur de mes attentes
130609,481,45193,2,il existe une différence entre la fiche produit et l’article livré
130610,383,48444,4,produit abimé
130614,1065,29211,2,Le produit ne convient pas
130623,275,2082,1,Le produit n’est pas à la hauteur de mes attentes
130634,500,85602,3,j ai finalement changé d’avis sur mes besoins
130669,779,29785,1,la couleur du produit ne me plaît pas
130670,1248,25508,1,Le produit n’est pas à la hauteur de mes attentes
130674,1373,47177,2,Le produit n’est pas à la hauteur de mes attentes
130680,996,65772,1,Le produit ne convient pas
130685,1994,25319,2,il existe une différence entre la fiche produit et l’article livré
130685,310,54426,4,Le produit ne convient pas
130686,1824,45166,2,produit abimé
130686,41,8429,4,Le produit n’est pas à la hauteur de mes attentes
130689,841,44584,2,j ai finalement changé d’avis sur mes besoins
130715,1135,95344,4,produit abimé
130724,1423,13200,4,il y a un problème de taille
130730,935,78287,2,la couleur du produit ne me plaît pas
130732,864,31530,2,il y a un problème de taille
130737,735,23487,1,il existe une différence entre la fiche produit et l’article livré
130753,1890,84851,2,Le produit ne convient pas
130762,690,76819,4,il y a un problème de taille
130766,1507,30468,2,il y a un problème de taille
130776,930,22239,5,il y a un problème de taille
130777,278,27053,2,la couleur du produit ne me plaît pas
130779,1909,18631,5,j ai finalement changé d’avis sur mes besoins
130813,609,32401,3,Le produit n’est pas à la hauteur de mes attentes
130816,2161,62212,3,Le produit ne convient pas
130832,598,70917,4,il existe une différence entre la fiche produit et l’article livré
130849,496,9914,2,il existe une différence entre la fiche produit et l’article livré
130853,448,35094,2,il y a un problème de taille
130864,1245,94548,3,il y a un problème de taille
130864,1176,71701,4,la couleur du produit ne me plaît pas
130874,1124,70306,2,j ai finalement changé d’avis sur mes besoins
130909,1560,2696,4,Le produit ne convient pas
130921,2114,82670,1,Le produit n’est pas à la hauteur de mes attentes
130964,377,15399,1,la couleur du produit ne me plaît pas
130976,1996,62247,5,Le produit n’est pas à la hauteur de mes attentes
130979,1904,68014,1,il existe une différence entre la fiche produit et l’article livré
130980,1646,75619,1,il existe une différence entre la fiche produit et l’article livré
130995,748,39108,4,Le produit ne convient pas
131017,75,89583,5,produit abimé
131020,1357,43046,4,il y a un problème de taille
131021,979,87601,1,j ai finalement changé d’avis sur mes besoins
131021,1751,50203,3,Le produit ne convient pas
131042,2168,61889,3,produit abimé
131093,1369,64778,1,produit abimé
131093,1116,1800,4,Le produit ne convient pas
131104,1660,66491,3,la couleur du produit ne me plaît pas
131118,1464,43196,1,la couleur du produit ne me plaît pas
131148,1275,77312,4,produit abimé
131157,1144,20650,3,la couleur du produit ne me plaît pas
131179,118,44303,1,la couleur du produit ne me plaît pas
131198,2056,54485,1,j ai finalement changé d’avis sur mes besoins
131199,821,32403,2,Le produit n’est pas à la hauteur de mes attentes
131204,82,39113,5,Le produit ne convient pas
131206,909,89864,1,la couleur du produit ne me plaît pas
131208,2162,73696,3,la couleur du produit ne me plaît pas
131214,2070,37269,1,la couleur du produit ne me plaît pas
131217,1991,29886,1,Le produit n’est pas à la hauteur de mes attentes
131229,690,76647,1,il y a un problème de taille
131251,1333,70295,4,Le produit n’est pas à la hauteur de mes attentes
131256,272,46299,4,produit abimé
131261,1961,44037,2,il existe une différence entre la fiche produit et l’article livré
131285,1028,99041,2,j ai finalement changé d’avis sur mes besoins
131292,796,76290,4,Le produit n’est pas à la hauteur de mes attentes
131300,1157,93229,4,Le produit ne convient pas
131343,827,25215,3,la couleur du produit ne me plaît pas
131350,1817,44425,2,Le produit n’est pas à la hauteur de mes attentes
131362,2118,76555,2,j ai finalement changé d’avis sur mes besoins
131384,1861,24062,1,j ai finalement changé d’avis sur mes besoins
131387,592,20213,1,Le produit n’est pas à la hauteur de mes attentes
131420,440,88082,1,il existe une différence entre la fiche produit et l’article livré
131471,739,62936,2,il y a un problème de taille
131491,1434,47406,3,la couleur du produit ne me plaît pas
131525,2144,34572,2,la couleur du produit ne me plaît pas
131546,2183,33455,2,j ai finalement changé d’avis sur mes besoins
131546,414,22513,5,il existe une différence entre la fiche produit et l’article livré
131556,2066,76149,1,la couleur du produit ne me plaît pas
131562,1646,66661,1,Le produit ne convient pas
131570,926,15586,5,la couleur du produit ne me plaît pas
131585,1544,17097,1,j ai finalement changé d’avis sur mes besoins
131609,1361,68382,2,produit abimé
131621,945,62201,1,la couleur du produit ne me plaît pas
131639,1246,83487,5,la couleur du produit ne me plaît pas
131641,292,47098,3,Le produit n’est pas à la hauteur de mes attentes
131643,1408,22365,1,Le produit n’est pas à la hauteur de mes attentes
131648,377,46484,2,il existe une différence entre la fiche produit et l’article livré
131708,276,74725,3,il y a un problème de taille
131710,200,49013,3,la couleur du produit ne me plaît pas
131715,126,67627,2,la couleur du produit ne me plaît pas
131725,1915,90145,5,la couleur du produit ne me plaît pas
131741,533,41422,1,il existe une différence entre la fiche produit et l’article livré
131760,1788,94670,2,la couleur du produit ne me plaît pas
131770,533,93175,2,produit abimé
131779,1586,82352,3,il y a un problème de taille
131785,734,58572,1,la couleur du produit ne me plaît pas
131792,417,53403,4,j ai finalement changé d’avis sur mes besoins
131812,817,32163,1,il existe une différence entre la fiche produit et l’article livré
131813,660,49924,4,il existe une différence entre la fiche produit et l’article livré
131830,830,46118,3,il existe une différence entre la fiche produit et l’article livré
131852,551,7879,4,il y a un problème de taille
131854,1012,82509,4,j ai finalement changé d’avis sur mes besoins
131859,27,53288,2,la couleur du produit ne me plaît pas
131861,417,74490,3,Le produit n’est pas à la hauteur de mes attentes
131875,346,88127,1,Le produit n’est pas à la hauteur de mes attentes
131885,1582,24774,3,la couleur du produit ne me plaît pas
131907,2169,37445,2,produit abimé
131909,1983,96464,2,j ai finalement changé d’avis sur mes besoins
131915,139,81965,1,j ai finalement changé d’avis sur mes besoins
131931,867,10836,5,il y a un problème de taille
131955,113,12745,1,il y a un problème de taille
131984,1454,63246,2,Le produit n’est pas à la hauteur de mes attentes
131992,2140,6096,2,Le produit ne convient pas
131999,73,48287,3,j ai finalement changé d’avis sur mes besoins
132016,401,36756,3,Le produit n’est pas à la hauteur de mes attentes
132051,2145,49143,1,il y a un problème de taille
132054,237,76255,2,il y a un problème de taille
132057,1370,58223,1,j ai finalement changé d’avis sur mes besoins
132107,892,96531,3,il y a un problème de taille
132107,2173,2588,4,la couleur du produit ne me plaît pas
132108,1659,81052,5,j ai finalement changé d’avis sur mes besoins
132134,39,7756,2,la couleur du produit ne me plaît pas
132135,551,45662,2,il existe une différence entre la fiche produit et l’article livré
132151,1576,92782,3,il y a un problème de taille
132176,1526,91359,2,la couleur du produit ne me plaît pas
132182,1964,730,2,produit abimé
132184,492,40850,1,Le produit ne convient pas
132184,1438,5810,2,il y a un problème de taille
132187,642,25236,2,Le produit n’est pas à la hauteur de mes attentes
132193,728,68016,2,la couleur du produit ne me plaît pas
132198,1861,35755,3,produit abimé
132212,2134,93942,2,Le produit ne convient pas
132222,1732,12638,3,la couleur du produit ne me plaît pas
132231,1922,27386,4,la couleur du produit ne me plaît pas
132235,1335,44708,4,Le produit n’est pas à la hauteur de mes attentes
132281,857,43196,2,produit abimé
132296,1444,34099,2,Le produit ne convient pas
132316,2009,60063,4,produit abimé
132320,1093,74286,4,produit abimé
132350,2103,28687,3,produit abimé
132351,1305,16577,2,Le produit n’est pas à la hauteur de mes attentes
132354,1731,20783,4,il y a un problème de taille
132358,654,83732,1,Le produit ne convient pas
132374,2024,20445,2,j ai finalement changé d’avis sur mes besoins
132376,1872,59844,2,Le produit ne convient pas
132395,276,15515,2,Le produit ne convient pas
132397,1466,24528,3,j ai finalement changé d’avis sur mes besoins
132408,1281,65342,2,Le produit n’est pas à la hauteur de mes attentes
132432,1670,90709,3,Le produit n’est pas à la hauteur de mes attentes
132441,310,17491,3,j ai finalement changé d’avis sur mes besoins
132443,2195,37998,2,la couleur du produit ne me plaît pas
132452,1460,37525,3,Le produit ne convient pas
132458,124,60659,3,produit abimé
132472,226,20879,2,il y a un problème de taille
132509,2173,14306,3,la couleur du produit ne me plaît pas
132511,2101,87440,2,Le produit n’est pas à la hauteur de mes attentes
132515,1249,13278,1,il y a un problème de taille
132523,1123,42664,3,Le produit ne convient pas
132540,221,27563,2,produit abimé
132570,1772,34726,5,Le produit n’est pas à la hauteur de mes attentes
132577,1163,92277,1,j ai finalement changé d’avis sur mes besoins
132589,396,42029,2,il y a un problème de taille
132593,327,40846,1,produit abimé
132593,1554,24764,4,j ai finalement changé d’avis sur mes besoins
132594,1369,87183,1,il y a un problème de taille
132595,1882,91603,1,il existe une différence entre la fiche produit et l’article livré
132606,1260,37233,1,j ai finalement changé d’avis sur mes besoins
132615,503,57154,2,la couleur du produit ne me plaît pas
132632,892,90479,4,produit abimé
132667,912,57572,1,la couleur du produit ne me plaît pas
132699,400,12971,1,produit abimé
132700,740,77506,4,Le produit ne convient pas
132717,1823,635,1,produit abimé
132728,414,73197,1,il y a un problème de taille
132754,14,22632,3,Le produit ne convient pas
132792,1563,17269,1,j ai finalement changé d’avis sur mes besoins
132795,583,83917,2,la couleur du produit ne me plaît pas
132815,1270,76548,2,j ai finalement changé d’avis sur mes besoins
132823,1084,61253,2,Le produit ne convient pas
132834,1178,78498,1,il y a un problème de taille
132836,507,69187,2,j ai finalement changé d’avis sur mes besoins
132862,454,68864,3,il existe une différence entre la fiche produit et l’article livré
132864,1866,36410,5,la couleur du produit ne me plaît pas
132869,203,54555,2,Le produit ne convient pas
132878,1401,87112,1,Le produit n’est pas à la hauteur de mes attentes
132891,1016,8769,1,la couleur du produit ne me plaît pas
132901,763,93528,2,il y a un problème de taille
132902,1561,90875,5,j ai finalement changé d’avis sur mes besoins
132924,688,79404,1,Le produit n’est pas à la hauteur de mes attentes
132926,996,39627,1,Le produit n’est pas à la hauteur de mes attentes
132934,278,23181,4,Le produit ne convient pas
132945,472,51254,1,j ai finalement changé d’avis sur mes besoins
132956,1567,98878,4,la couleur du produit ne me plaît pas
132979,1919,4783,3,Le produit n’est pas à la hauteur de mes attentes
132989,1256,63329,1,produit abimé
132999,820,36758,4,la couleur du produit ne me plaît pas
133006,2065,69993,3,produit abimé
133012,71,96514,1,il y a un problème de taille
133034,1956,5412,1,la couleur du produit ne me plaît pas
133050,480,19085,2,il y a un problème de taille
133055,1244,25353,1,il existe une différence entre la fiche produit et l’article livré
133084,715,16958,4,il y a un problème de taille
133093,983,65388,4,Le produit ne convient pas
133098,373,1033,2,il y a un problème de taille
133106,396,47529,3,il y a un problème de taille
133120,704,37238,1,il existe une différence entre la fiche produit et l’article livré
133131,375,54329,1,il y a un problème de taille
133133,92,2819,2,il existe une différence entre la fiche produit et l’article livré
133142,1454,26907,5,il existe une différence entre la fiche produit et l’article livré
133147,2197,99200,5,produit abimé
133177,1495,49715,1,il y a un problème de taille
133205,121,93837,4,il existe une différence entre la fiche produit et l’article livré
133237,1736,44549,1,j ai finalement changé d’avis sur mes besoins
133243,672,43079,5,la couleur du produit ne me plaît pas
133248,347,38598,3,Le produit ne convient pas
133257,95,28692,2,il existe une différence entre la fiche produit et l’article livré
133263,400,82200,2,la couleur du produit ne me plaît pas
133266,1244,79207,3,Le produit n’est pas à la hauteur de mes attentes
133273,849,4679,3,j ai finalement changé d’avis sur mes besoins
133286,1369,89543,1,j ai finalement changé d’avis sur mes besoins
133291,358,62032,1,produit abimé
133299,72,25168,2,Le produit n’est pas à la hauteur de mes attentes
133326,550,75883,1,la couleur du produit ne me plaît pas
133351,1033,12430,4,Le produit ne convient pas
133363,1631,19818,1,il existe une différence entre la fiche produit et l’article livré
133369,798,30532,1,Le produit n’est pas à la hauteur de mes attentes
133373,1706,175,1,Le produit n’est pas à la hauteur de mes attentes
133389,371,30019,1,la couleur du produit ne me plaît pas
133394,146,40000,2,Le produit n’est pas à la hauteur de mes attentes
133407,725,22361,1,la couleur du produit ne me plaît pas
133416,853,65687,4,la couleur du produit ne me plaît pas
133421,1134,55479,5,il existe une différence entre la fiche produit et l’article livré
133431,98,2649,3,Le produit n’est pas à la hauteur de mes attentes
133436,920,25143,2,Le produit ne convient pas
133456,1925,58562,1,j ai finalement changé d’avis sur mes besoins
133463,918,14548,1,il existe une différence entre la fiche produit et l’article livré
133463,1710,58651,4,produit abimé
133466,674,36728,1,la couleur du produit ne me plaît pas
133471,2117,56116,5,produit abimé
133476,1558,73329,1,la couleur du produit ne me plaît pas
133483,807,70681,3,il y a un problème de taille
133484,234,12095,1,Le produit ne convient pas
133489,2106,56193,4,il existe une différence entre la fiche produit et l’article livré
133517,2115,49414,2,il y a un problème de taille
133535,823,53641,1,il y a un problème de taille
133539,920,9024,1,j ai finalement changé d’avis sur mes besoins
133540,326,10856,2,Le produit ne convient pas
133554,402,34810,1,Le produit n’est pas à la hauteur de mes attentes
133575,1591,13006,1,la couleur du produit ne me plaît pas
133588,1685,87,4,il y a un problème de taille
133618,184,4183,1,il existe une différence entre la fiche produit et l’article livré
133653,201,77774,2,il y a un problème de taille
133654,47,76436,3,la couleur du produit ne me plaît pas
133662,561,9011,1,Le produit ne convient pas
133681,2143,83436,1,produit abimé
133690,547,10575,3,Le produit ne convient pas
133695,2154,32560,2,Le produit n’est pas à la hauteur de mes attentes
133726,2071,86809,2,produit abimé
133756,212,93353,4,produit abimé
133760,1468,9171,1,la couleur du produit ne me plaît pas
133764,7,44479,3,il existe une différence entre la fiche produit et l’article livré
133800,1925,84748,1,produit abimé
133801,2005,53558,1,la couleur du produit ne me plaît pas
133829,1527,98739,1,il existe une différence entre la fiche produit et l’article livré
133838,1535,73697,4,j ai finalement changé d’avis sur mes besoins
133844,1180,10376,1,produit abimé
133845,2130,24024,3,la couleur du produit ne me plaît pas
133867,992,71521,2,la couleur du produit ne me plaît pas
133891,470,7125,1,Le produit ne convient pas
133925,1711,83191,2,j ai finalement changé d’avis sur mes besoins
133943,1253,69811,2,il y a un problème de taille
133973,290,48783,1,il existe une différence entre la fiche produit et l’article livré
133981,426,75053,3,Le produit n’est pas à la hauteur de mes attentes
133986,462,16565,1,la couleur du produit ne me plaît pas
133992,1681,13036,4,il y a un problème de taille
134031,1111,76497,5,j ai finalement changé d’avis sur mes besoins
134038,213,54593,4,Le produit ne convient pas
134058,1032,53581,1,j ai finalement changé d’avis sur mes besoins
134065,1054,39373,1,j ai finalement changé d’avis sur mes besoins
134066,1838,66727,1,produit abimé
134068,1042,27473,2,produit abimé
134085,1461,82246,3,la couleur du produit ne me plaît pas
134090,804,90387,1,il y a un problème de taille
134125,902,19200,1,Le produit n’est pas à la hauteur de mes attentes
134136,610,73266,3,Le produit n’est pas à la hauteur de mes attentes
134138,1323,37630,4,la couleur du produit ne me plaît pas
134141,471,71791,2,il y a un problème de taille
134145,1584,3360,1,il y a un problème de taille
134154,1958,11185,1,Le produit n’est pas à la hauteur de mes attentes
134157,1247,11272,4,la couleur du produit ne me plaît pas
134181,204,80963,1,Le produit n’est pas à la hauteur de mes attentes
134188,1200,60164,2,j ai finalement changé d’avis sur mes besoins
134207,605,50678,2,j ai finalement changé d’avis sur mes besoins
134219,1643,48539,2,Le produit ne convient pas
134228,2141,59036,2,il y a un problème de taille
134245,419,25987,2,il y a un problème de taille
134274,2146,11480,1,produit abimé
134274,1482,99610,3,il existe une différence entre la fiche produit et l’article livré
134290,1634,41,3,la couleur du produit ne me plaît pas
134301,1139,64909,2,il y a un problème de taille
134325,1217,85299,2,Le produit n’est pas à la hauteur de mes attentes
134339,1481,55363,5,il existe une différence entre la fiche produit et l’article livré
134346,729,12954,1,il y a un problème de taille
134360,688,83942,1,la couleur du produit ne me plaît pas
134379,1511,99122,1,la couleur du produit ne me plaît pas
134380,256,84702,1,la couleur du produit ne me plaît pas
134380,2086,24211,2,Le produit ne convient pas
134406,1254,2353,1,il y a un problème de taille
134413,1717,3093,1,j ai finalement changé d’avis sur mes besoins
134450,1775,59284,1,produit abimé
134457,1691,5140,2,Le produit n’est pas à la hauteur de mes attentes
134464,232,72236,4,la couleur du produit ne me plaît pas
134475,50,51371,2,Le produit n’est pas à la hauteur de mes attentes
134490,1948,89577,1,Le produit ne convient pas
134504,530,28036,2,j ai finalement changé d’avis sur mes besoins
134514,1786,60388,1,la couleur du produit ne me plaît pas
134528,2016,37855,3,Le produit n’est pas à la hauteur de mes attentes
134544,1534,43953,2,Le produit ne convient pas
134548,1409,58485,5,produit abimé
134553,275,93640,3,Le produit n’est pas à la hauteur de mes attentes
134579,160,8815,1,produit abimé
134592,1466,80827,2,il y a un problème de taille
134592,1771,33237,3,Le produit n’est pas à la hauteur de mes attentes
134594,2150,86259,2,la couleur du produit ne me plaît pas
134595,1449,85584,3,produit abimé
134640,210,20343,3,il y a un problème de taille
134651,1839,29316,1,il existe une différence entre la fiche produit et l’article livré
134678,1460,73567,5,Le produit n’est pas à la hauteur de mes attentes
134689,1208,68801,1,il y a un problème de taille
134689,1087,13015,3,j ai finalement changé d’avis sur mes besoins
134695,2138,22090,1,Le produit n’est pas à la hauteur de mes attentes
134697,938,79943,3,Le produit ne convient pas
134699,960,43360,5,produit abimé
134700,1384,62255,1,Le produit n’est pas à la hauteur de mes attentes
134711,2086,79680,4,produit abimé
134715,2144,35555,1,produit abimé
134728,1854,15797,3,il y a un problème de taille
134729,902,99470,1,il y a un problème de taille
134730,439,23932,1,il y a un problème de taille
134745,428,29674,2,j ai finalement changé d’avis sur mes besoins
134756,350,98714,4,produit abimé
134762,1752,35261,4,j ai finalement changé d’avis sur mes besoins
134779,786,57574,5,produit abimé
134802,1166,40805,1,il y a un problème de taille
134802,305,34721,2,la couleur du produit ne me plaît pas
134830,831,51646,2,Le produit ne convient pas
134831,993,6495,1,il y a un problème de taille
134834,503,20097,1,Le produit n’est pas à la hauteur de mes attentes
134847,693,31491,4,Le produit n’est pas à la hauteur de mes attentes
134858,1281,11471,1,j ai finalement changé d’avis sur mes besoins
134934,444,2656,1,produit abimé
134950,1265,20726,2,j ai finalement changé d’avis sur mes besoins
134950,1123,73764,4,Le produit n’est pas à la hauteur de mes attentes
134951,1660,54256,1,Le produit ne convient pas
134955,476,48193,1,la couleur du produit ne me plaît pas
134983,73,22798,5,produit abimé
134987,1183,96878,1,j ai finalement changé d’avis sur mes besoins
135003,679,24576,3,il existe une différence entre la fiche produit et l’article livré
135043,1887,70238,4,il existe une différence entre la fiche produit et l’article livré
135082,448,59079,4,produit abimé
135108,1762,7387,3,la couleur du produit ne me plaît pas
135119,703,48260,2,il existe une différence entre la fiche produit et l’article livré
135161,1131,64712,2,la couleur du produit ne me plaît pas
135165,290,58493,3,il existe une différence entre la fiche produit et l’article livré
135172,1550,644,4,Le produit ne convient pas
135191,1615,1506,3,Le produit ne convient pas
135202,1119,47101,3,Le produit n’est pas à la hauteur de mes attentes
135204,101,40535,3,la couleur du produit ne me plaît pas
135209,2058,37200,3,il y a un problème de taille
135248,587,80638,2,il existe une différence entre la fiche produit et l’article livré
135268,372,70818,4,il y a un problème de taille
135290,502,64970,2,produit abimé
135300,1241,70570,1,il y a un problème de taille
135300,733,92801,3,Le produit ne convient pas
135319,1726,11920,2,j ai finalement changé d’avis sur mes besoins
135323,912,95372,3,produit abimé
135353,1629,99310,2,il existe une différence entre la fiche produit et l’article livré
135361,232,32450,1,la couleur du produit ne me plaît pas
135368,932,51730,1,il y a un problème de taille
135371,1313,77332,5,Le produit n’est pas à la hauteur de mes attentes
135372,1898,60519,3,Le produit n’est pas à la hauteur de mes attentes
135385,727,35376,5,produit abimé
135394,734,7671,2,produit abimé
135408,1972,49618,1,il y a un problème de taille
135408,1310,67142,2,j ai finalement changé d’avis sur mes besoins
135422,1922,36068,2,il y a un problème de taille
135441,109,19136,3,Le produit n’est pas à la hauteur de mes attentes
135453,1463,30239,4,j ai finalement changé d’avis sur mes besoins
135470,9,77762,2,il y a un problème de taille
135477,625,62888,4,j ai finalement changé d’avis sur mes besoins
135507,1179,76557,2,produit abimé
135520,779,5688,3,produit abimé
135529,395,58485,3,il y a un problème de taille
135546,2176,50876,2,Le produit n’est pas à la hauteur de mes attentes
135578,1839,9426,1,j ai finalement changé d’avis sur mes besoins
135636,1096,45533,1,la couleur du produit ne me plaît pas
135637,1950,17832,3,j ai finalement changé d’avis sur mes besoins
135644,2011,51392,1,la couleur du produit ne me plaît pas
135644,988,89760,4,Le produit ne convient pas
135653,931,65521,3,produit abimé
135664,868,8234,1,Le produit ne convient pas
135670,823,66444,3,la couleur du produit ne me plaît pas
135671,1325,91223,1,Le produit ne convient pas
135679,1290,62379,2,Le produit ne convient pas
135699,1782,96580,2,il y a un problème de taille
135716,466,92708,1,produit abimé
135717,947,31831,3,la couleur du produit ne me plaît pas
135723,634,61841,1,il existe une différence entre la fiche produit et l’article livré
135739,619,87630,1,Le produit ne convient pas
135743,974,64755,1,la couleur du produit ne me plaît pas
135767,1358,44636,4,j ai finalement changé d’avis sur mes besoins
135796,349,78592,3,la couleur du produit ne me plaît pas
135797,1196,95346,2,j ai finalement changé d’avis sur mes besoins
135803,1879,12090,5,il y a un problème de taille
135812,908,53623,4,Le produit ne convient pas
135814,2025,33991,2,il y a un problème de taille
135823,1865,10958,2,Le produit n’est pas à la hauteur de mes attentes
135828,64,81376,3,il y a un problème de taille
135837,831,51220,2,la couleur du produit ne me plaît pas
135866,1373,8145,1,j ai finalement changé d’avis sur mes besoins
135879,1633,55540,1,il y a un problème de taille
135880,316,9101,1,produit abimé
135902,1215,64226,5,Le produit ne convient pas
135906,1749,74580,1,j ai finalement changé d’avis sur mes besoins
135921,339,62059,1,produit abimé
135928,366,49430,2,Le produit ne convient pas
135950,237,87069,5,produit abimé
135983,982,44094,2,Le produit ne convient pas
135990,1624,82253,1,il y a un problème de taille
135992,81,46860,3,Le produit ne convient pas
135997,96,67514,2,Le produit ne convient pas
136021,486,39997,1,Le produit ne convient pas
136037,59,10453,2,produit abimé
136077,955,88428,3,il existe une différence entre la fiche produit et l’article livré
136090,1087,81841,4,j ai finalement changé d’avis sur mes besoins
136093,631,57837,1,Le produit ne convient pas
136099,262,42142,2,il y a un problème de taille
136115,767,68995,3,j ai finalement changé d’avis sur mes besoins
136121,744,11220,5,la couleur du produit ne me plaît pas
136127,1888,89132,2,la couleur du produit ne me plaît pas
136135,290,5403,3,Le produit ne convient pas
136145,483,99104,5,Le produit ne convient pas
136186,955,25499,1,Le produit n’est pas à la hauteur de mes attentes
136214,216,89959,2,Le produit ne convient pas
136236,1895,52231,3,j ai finalement changé d’avis sur mes besoins
136246,1090,3021,2,il y a un problème de taille
136256,74,76217,4,j ai finalement changé d’avis sur mes besoins
136304,1832,68328,1,j ai finalement changé d’avis sur mes besoins
136317,1843,33739,1,il y a un problème de taille
136333,1188,30929,1,Le produit n’est pas à la hauteur de mes attentes
136337,937,7136,1,Le produit n’est pas à la hauteur de mes attentes
136365,180,12378,3,produit abimé
136380,890,92347,1,la couleur du produit ne me plaît pas
136392,681,31057,4,la couleur du produit ne me plaît pas
136406,668,61405,4,j ai finalement changé d’avis sur mes besoins
136409,1944,2867,1,la couleur du produit ne me plaît pas
136430,1320,91592,2,j ai finalement changé d’avis sur mes besoins
136449,389,7495,4,il existe une différence entre la fiche produit et l’article livré
