id_client,id_commande,id_produit,id_colis,exemplaire,date_avis,avis,etoile
16727,80839,1343,80839,4,2020-8-10,je suis content,5
45566,80878,1392,80878,4,2021-7-21,je suis content,1
47099,80930,1734,80930,1,2020-1-10,flop,1
19812,80969,1105,80969,3,2020-11-20,je suis content,4
9154,80975,1727,80975,4,2021-6-22,j adoooore ce produt,4
33169,81102,196,81102,2,2021-10-6,top,3
42969,81113,1973,81113,1,2020-9-2,je suis deçu,1
96378,81118,2064,81118,3,2020-2-13,je suis deçu,1
7438,81161,2158,81161,3,2020-4-10,je vous le conseille le produit est magnifique,2
73135,81237,547,81237,2,2020-8-19,je vous le conseille le produit est magnifique,4
70795,81265,680,81265,2,2020-2-25,j adoooore ce produt,5
62515,81409,832,81409,4,2020-1-26,tres mauvaise qualité,5
48509,81411,559,81411,1,2021-2-11,je suis contente,1
12451,81456,574,81456,4,2021-9-17,je vous le conseille le produit est magnifique,1
83334,81466,514,81466,4,2020-8-17,flop,5
9248,81493,778,81493,1,2021-8-19,tres mauvaise qualité,4
46734,81596,1166,81596,2,2021-3-22,top,1
36009,81659,1943,81659,4,2020-2-6,top,1
4307,81703,1585,81703,3,2020-4-25,je vous le conseille le produit est magnifique,1
93116,81747,2191,81747,1,2021-2-14,j adoooore ce produt,3
77690,81753,1595,81753,1,2021-3-21,j aime pas trop,2
58115,81795,117,81795,2,2020-10-15,j aime bien ,5
25596,81864,872,81864,2,2021-8-23,le produit n est pas original,1
97097,81956,1535,81956,3,2020-12-3,top,2
95034,82033,581,82033,1,2020-8-25,flop,1
24649,82043,353,82043,3,2021-8-25,flop,4
2569,82221,910,82221,3,2021-4-12,top,1
84565,82240,1091,82240,2,2020-12-20,j adoooore ce produt,4
13093,82262,1192,82262,3,2021-12-26,j aime pas trop,1
83587,82282,1340,82282,2,2021-12-2,je suis content,1
71593,82351,2017,82351,3,2020-7-12,je suis contente,2
96719,82446,519,82446,5,2021-2-14,je suis content,4
1499,82537,958,82537,2,2020-7-3,je suis deçu,1
22862,82552,1025,82552,3,2020-7-23,top,1
22862,82552,1218,82552,4,2020-7-23,top,3
51358,82590,1695,82590,1,2020-2-2,je suis content,1
34398,82616,686,82616,2,2021-8-5,j aime bien ,2
96914,82667,1823,82667,3,2020-2-27,j aime bien ,3
12750,82704,874,82704,2,2021-3-26,tres bonne qualité,4
54809,82723,315,82723,1,2021-7-1,top,4
53411,82834,287,82834,1,2021-3-3,le produit n est pas original,1
5417,82913,127,82913,2,2020-5-1,top,2
80242,83033,1230,83033,5,2020-6-5,flop,3
85016,83045,354,83045,2,2021-7-8,je suis contente,3
96683,83099,1743,83099,1,2020-11-16,je vous le conseille le produit est magnifique,1
15125,83126,152,83126,1,2021-6-8,j aime pas trop,5
7292,83172,1168,83172,2,2020-4-15,je vous le conseille le produit est magnifique,5
34569,83212,2,83212,3,2021-5-1,flop,4
87027,83335,1296,83335,1,2020-2-20,le produit n est pas original,5
14117,83423,1267,83423,1,2020-4-6,j aime pas trop,5
17786,83450,1414,83450,5,2020-8-28,tres bonne qualité,4
97950,83501,1138,83501,4,2020-4-11,j aime bien ,1
5658,83575,1625,83575,2,2020-1-1,tres mauvaise qualité,2
56334,83601,487,83601,1,2020-3-9,je suis deçu,4
46239,83637,1901,83637,1,2020-9-3,j aime pas trop,3
90853,83751,667,83751,2,2021-12-15,je suis deçu,4
17053,83770,271,83770,1,2020-10-12,j aime pas trop,3
34049,83806,677,83806,1,2021-7-6,tres bonne qualité,1
96190,83824,1591,83824,3,2020-9-13,tres mauvaise qualité,3
41460,83947,1741,83947,1,2021-3-20,je suis content,1
43021,83951,425,83951,2,2021-8-24,je suis content,1
46445,83952,2049,83952,1,2021-4-12,tres mauvaise qualité,3
71375,83978,1977,83978,4,2020-9-7,je suis content,1
41264,83985,306,83985,1,2020-12-27,tres bonne qualité,4
45857,84040,922,84040,2,2020-4-24,tres bonne qualité,1
23600,84135,642,84135,2,2021-3-21,je suis deçu,4
51244,84159,149,84159,2,2021-9-15,tres mauvaise qualité,5
42306,84185,260,84185,1,2020-10-4,j aime bien ,4
57959,84311,1957,84311,1,2020-11-3,j adoooore ce produt,4
9212,84367,518,84367,1,2021-7-9,je suis content,2
87059,84459,276,84459,1,2021-6-6,je suis deçu,5
569,84519,2167,84519,1,2021-6-14,tres bonne qualité,2
7179,84620,108,84620,4,2021-5-6,je vous le conseille le produit est magnifique,4
54598,84632,1651,84632,2,2021-2-4,je suis contente,5
66765,84673,1421,84673,4,2020-4-14,je vous le conseille le produit est magnifique,4
19786,84674,2020,84674,1,2020-8-19,je vous le conseille le produit est magnifique,5
59092,84688,420,84688,3,2021-8-2,je suis content,1
5673,84775,1990,84775,1,2020-7-1,je suis content,1
42149,84836,648,84836,2,2021-4-11,je suis contente,3
45745,84838,2028,84838,1,2020-8-12,je suis deçu,4
19975,84868,1913,84868,3,2021-10-25,j adoooore ce produt,5
16526,84883,194,84883,3,2020-5-24,je vous le conseille le produit est magnifique,5
35465,84890,1599,84890,2,2021-12-12,tres mauvaise qualité,4
47436,84954,1557,84954,3,2020-12-12,je suis deçu,3
34110,84988,386,84988,4,2021-6-9,j adoooore ce produt,1
74166,85001,529,85001,1,2021-4-19,top,2
32865,85166,1090,85166,2,2021-12-3,j aime bien ,2
18997,85209,79,85209,3,2021-2-26,tres mauvaise qualité,2
58189,85439,1583,85439,2,2021-11-22,tres bonne qualité,5
24971,85494,1102,85494,1,2020-4-18,flop,3
62883,85553,1083,85553,1,2020-7-16,top,4
92092,85849,1951,85849,1,2021-4-6,j aime pas trop,1
56934,85882,507,85882,4,2020-11-10,flop,4
91595,85979,1723,85979,1,2021-4-15,le produit n est pas original,5
49719,85997,83,85997,3,2021-9-17,je suis deçu,5
38257,86097,571,86097,1,2020-3-24,tres mauvaise qualité,3
39312,86103,281,86103,1,2020-2-24,je suis deçu,5
30305,86147,58,86147,2,2021-12-10,j aime pas trop,5
22322,86149,1045,86149,2,2020-9-28,je vous le conseille le produit est magnifique,4
37620,86183,862,86183,2,2020-10-16,je vous le conseille le produit est magnifique,5
14867,86209,2061,86209,3,2020-12-20,top,1
3958,86379,1775,86379,1,2021-2-21,je suis content,2
7525,86393,892,86393,3,2021-9-20,j aime pas trop,5
30606,86416,1361,86416,1,2021-11-16,j aime bien ,5
95802,86480,1583,86480,2,2021-1-22,j aime pas trop,1
18606,86566,1157,86566,5,2020-11-13,j aime bien ,3
66480,86683,704,86683,1,2020-2-2,j aime bien ,3
91491,86691,913,86691,1,2020-7-24,j adoooore ce produt,4
40043,86693,1317,86693,2,2020-3-15,top,1
1932,86704,1543,86704,1,2021-3-3,je suis content,3
40510,86789,1552,86789,1,2021-9-15,tres bonne qualité,3
6240,86801,924,86801,4,2020-11-7,je suis content,5
80765,86878,983,86878,2,2020-11-13,le produit n est pas original,4
49889,86919,873,86919,1,2021-12-25,flop,5
80883,86960,339,86960,4,2020-6-6,je suis content,5
41615,86971,2167,86971,1,2021-6-15,je vous le conseille le produit est magnifique,3
93925,86982,1486,86982,5,2020-6-4,tres mauvaise qualité,4
72992,87053,230,87053,3,2021-12-2,j adoooore ce produt,2
68397,87188,1955,87188,3,2021-3-11,je vous le conseille le produit est magnifique,5
16480,87229,2178,87229,1,2021-7-7,je suis content,4
58973,87271,1224,87271,5,2021-2-23,je vous le conseille le produit est magnifique,3
41199,87296,215,87296,4,2021-11-2,je vous le conseille le produit est magnifique,4
19974,87338,2184,87338,1,2020-6-22,je suis contente,5
97609,87346,574,87346,2,2020-6-28,je suis content,5
15734,87352,427,87352,1,2020-11-7,je suis deçu,5
7571,87374,137,87374,3,2021-12-6,je vous le conseille le produit est magnifique,1
87330,87398,301,87398,1,2021-8-18,top,1
6389,87768,731,87768,3,2021-2-3,j aime pas trop,2
2004,87929,1585,87929,2,2021-10-2,tres mauvaise qualité,5
32762,88010,67,88010,5,2021-8-17,je vous le conseille le produit est magnifique,3
72521,88029,744,88029,3,2020-3-2,je suis content,3
84774,88046,674,88046,3,2020-5-5,flop,1
66592,88055,1395,88055,2,2021-3-21,j aime pas trop,4
26887,88056,1556,88056,3,2021-6-19,tres bonne qualité,4
20540,88067,2165,88067,4,2021-12-26,je vous le conseille le produit est magnifique,4
45196,88106,1997,88106,1,2020-6-27,le produit n est pas original,2
5500,88130,1330,88130,1,2020-11-9,j aime bien ,2
25076,88154,243,88154,2,2021-11-14,tres mauvaise qualité,4
82359,88293,1573,88293,2,2020-9-4,j adoooore ce produt,1
40252,88330,476,88330,2,2021-2-27,j adoooore ce produt,1
472,88333,1707,88333,1,2021-10-21,tres bonne qualité,4
18435,88350,620,88350,3,2021-5-23,le produit n est pas original,4
93998,88464,1630,88464,1,2020-3-5,je suis content,5
65353,88514,148,88514,2,2021-10-4,tres bonne qualité,4
86246,88531,1544,88531,5,2020-6-24,top,1
80492,88536,37,88536,2,2020-4-8,je suis content,5
10875,88606,906,88606,2,2020-9-21,j aime bien ,4
29327,88618,2049,88618,2,2021-10-28,je suis contente,5
48169,88641,1632,88641,1,2020-2-13,je suis deçu,2
54024,88728,883,88728,1,2020-1-16,j aime bien ,4
15143,88843,1516,88843,1,2021-2-20,j aime bien ,4
40980,88873,1740,88873,1,2021-10-22,j aime bien ,1
23805,88878,1601,88878,3,2020-1-2,j aime bien ,2
97259,88904,548,88904,3,2021-1-13,je vous le conseille le produit est magnifique,1
71495,89116,1550,89116,1,2021-4-27,top,4
38678,89191,283,89191,1,2020-8-3,le produit n est pas original,1
4555,89260,770,89260,3,2021-4-13,flop,5
94842,89282,769,89282,1,2020-9-26,je vous le conseille le produit est magnifique,4
69853,89348,1689,89348,2,2020-6-25,tres mauvaise qualité,4
87146,89364,1705,89364,1,2021-5-25,je suis deçu,4
74112,89368,1510,89368,4,2021-7-6,top,5
40346,89524,2056,89524,1,2020-4-4,je vous le conseille le produit est magnifique,4
40346,89524,1566,89524,2,2020-4-4,top,1
27211,89599,150,89599,5,2020-10-9,je suis content,4
21990,89647,507,89647,1,2021-1-13,je vous le conseille le produit est magnifique,2
59423,89649,484,89649,4,2021-12-4,flop,5
18103,89690,1602,89690,1,2021-11-25,flop,2
66579,89765,1166,89765,1,2021-4-23,top,2
2574,89776,1447,89776,4,2021-8-23,je suis content,1
42584,89816,336,89816,2,2020-1-12,j aime pas trop,2
83443,89865,2174,89865,3,2021-6-25,j adoooore ce produt,5
93341,89973,2097,89973,1,2020-10-19,je suis content,2
22758,90052,1199,90052,1,2020-7-15,flop,2
22768,90055,1119,90055,2,2020-4-22,je suis content,1
52871,90137,350,90137,1,2020-9-28,je suis contente,4
51022,90150,1771,90150,1,2020-9-13,j aime bien ,4
41670,90225,301,90225,2,2021-10-22,top,1
5674,90251,1647,90251,2,2020-5-17,je vous le conseille le produit est magnifique,1
21342,90266,227,90266,4,2021-2-16,le produit n est pas original,1
50914,90313,2027,90313,3,2021-10-3,tres mauvaise qualité,2
79281,90317,924,90317,2,2020-10-4,flop,2
58422,90340,117,90340,2,2021-12-17,le produit n est pas original,3
91233,90371,689,90371,1,2020-3-2,flop,5
21263,90560,1687,90560,1,2020-10-21,flop,5
58409,90605,703,90605,5,2020-10-11,je suis deçu,4
61094,90770,604,90770,3,2021-6-2,j aime pas trop,4
57920,90849,1584,90849,2,2020-5-16,je vous le conseille le produit est magnifique,1
93813,90857,2020,90857,1,2021-8-14,j aime bien ,1
81966,90929,600,90929,1,2020-4-14,j aime bien ,2
42255,91064,1523,91064,4,2020-3-19,j aime pas trop,3
65800,91081,500,91081,3,2021-9-3,je suis deçu,2
54972,91100,2114,91100,1,2020-6-1,le produit n est pas original,4
92531,91240,411,91240,1,2020-7-20,le produit n est pas original,2
46495,91259,1382,91259,2,2020-2-13,j aime bien ,4
96584,91306,244,91306,1,2021-10-20,top,5
75674,91338,1784,91338,1,2020-9-25,tres bonne qualité,4
52425,91405,1773,91405,1,2021-6-24,tres bonne qualité,3
81259,91448,1277,91448,1,2020-11-7,je suis content,2
91061,91533,1244,91533,4,2020-12-20,je suis contente,3
63010,91584,1698,91584,1,2020-3-22,je suis content,5
65918,91643,1413,91643,1,2021-6-24,je suis deçu,1
33109,91680,892,91680,1,2021-1-3,flop,5
38597,91704,471,91704,1,2021-4-5,je suis deçu,4
36420,91876,1361,91876,1,2020-2-1,je suis contente,2
68934,91898,278,91898,1,2021-5-14,je suis deçu,3
2392,91900,292,91900,1,2020-4-24,tres mauvaise qualité,4
70441,91925,1889,91925,1,2021-5-21,j aime pas trop,5
53449,91956,1253,91956,1,2021-12-24,tres mauvaise qualité,2
81311,91965,623,91965,3,2021-12-12,flop,2
75599,91973,120,91973,1,2020-9-8,j aime bien ,2
37157,91998,1518,91998,4,2021-10-7,le produit n est pas original,5
94300,92012,1131,92012,1,2020-9-26,je suis content,5
35284,92087,21,92087,1,2021-10-23,je suis contente,1
45212,92110,1133,92110,4,2021-3-4,tres bonne qualité,1
64323,92121,1038,92121,5,2021-10-19,tres mauvaise qualité,4
65325,92168,2172,92168,2,2020-7-26,je suis contente,5
87168,92185,1809,92185,4,2020-3-24,je suis contente,3
36214,92194,1834,92194,1,2021-1-12,j aime bien ,3
38954,92220,1760,92220,2,2020-11-9,j aime bien ,2
55020,92390,1887,92390,4,2021-4-6,top,3
77779,92409,322,92409,3,2020-9-6,flop,4
95719,92467,312,92467,1,2020-2-13,j adoooore ce produt,5
40845,92539,990,92539,1,2021-12-5,j aime pas trop,2
61745,92553,648,92553,2,2021-1-10,j adoooore ce produt,4
88393,92571,1452,92571,1,2021-2-6,je suis deçu,2
73376,92588,1005,92588,3,2021-5-12,je suis content,3
2375,92617,1976,92617,2,2021-7-25,je suis deçu,3
6089,92676,1499,92676,1,2020-11-15,j adoooore ce produt,1
22822,92687,1301,92687,3,2020-7-13,j aime bien ,3
25519,92776,1758,92776,2,2021-7-20,flop,1
90498,92883,1849,92883,1,2020-7-14,je vous le conseille le produit est magnifique,1
31182,92920,2001,92920,3,2020-5-26,flop,1
45130,92948,1030,92948,2,2021-6-1,je suis content,3
65089,92949,2108,92949,3,2020-11-9,tres mauvaise qualité,5
96954,92982,1355,92982,2,2020-10-12,le produit n est pas original,1
35368,93001,1631,93001,2,2020-9-4,tres mauvaise qualité,4
32332,93012,490,93012,2,2020-5-17,flop,4
13161,93161,814,93161,4,2021-4-9,tres bonne qualité,3
37189,93203,1118,93203,3,2021-3-20,j adoooore ce produt,3
51535,93257,734,93257,4,2021-8-6,je suis deçu,1
53879,93269,334,93269,3,2021-4-13,top,3
80724,93296,967,93296,2,2021-8-14,tres mauvaise qualité,3
44852,93318,414,93318,1,2021-8-12,tres mauvaise qualité,4
8655,93322,1110,93322,2,2020-9-24,je suis deçu,5
43504,93341,218,93341,4,2020-2-18,j aime bien ,3
10625,93348,1146,93348,2,2020-7-26,top,3
71532,93356,1317,93356,1,2020-3-23,j adoooore ce produt,1
23923,93412,1466,93412,4,2021-9-3,j aime pas trop,4
70298,93441,304,93441,1,2020-12-27,je suis contente,5
31484,93453,977,93453,1,2020-8-13,je suis contente,2
26812,93455,1979,93455,1,2021-10-1,le produit n est pas original,1
30725,93470,1280,93470,3,2020-11-24,j aime bien ,5
61507,93506,1836,93506,1,2020-10-10,top,1
14065,93532,962,93532,1,2020-2-6,j aime pas trop,2
65265,93574,1173,93574,1,2020-6-2,top,4
79994,93652,1235,93652,2,2020-7-4,j aime bien ,1
43591,93780,770,93780,1,2021-7-14,je vous le conseille le produit est magnifique,4
59341,93785,92,93785,5,2021-8-7,j aime pas trop,1
90736,93821,1016,93821,1,2021-8-15,tres bonne qualité,5
85453,93839,1111,93839,5,2020-8-17,tres mauvaise qualité,3
63614,93886,904,93886,2,2021-7-1,j adoooore ce produt,1
22614,93892,1022,93892,4,2020-4-4,je vous le conseille le produit est magnifique,3
85218,93919,1280,93919,1,2021-1-25,je vous le conseille le produit est magnifique,3
69202,93945,662,93945,4,2021-6-4,tres mauvaise qualité,2
26854,93984,484,93984,3,2021-12-26,je suis deçu,1
38168,93997,1261,93997,2,2021-11-1,je suis contente,4
33779,94024,1849,94024,1,2020-12-17,tres mauvaise qualité,5
89269,94045,8,94045,2,2021-7-17,flop,4
54118,94072,1300,94072,1,2020-12-9,tres mauvaise qualité,2
51423,94211,1609,94211,2,2021-4-10,je suis content,3
54099,94233,32,94233,2,2021-11-24,le produit n est pas original,1
5422,94289,1082,94289,1,2021-5-27,tres mauvaise qualité,4
584,94332,816,94332,2,2021-9-21,j adoooore ce produt,3
77960,94388,335,94388,2,2020-4-28,j adoooore ce produt,1
32607,94416,332,94416,1,2020-8-11,je suis content,5
47221,94489,1836,94489,3,2021-9-21,j adoooore ce produt,3
13004,94586,122,94586,4,2020-8-22,je suis deçu,1
78147,94636,1727,94636,3,2021-4-19,je suis content,1
60825,94794,747,94794,3,2021-9-7,j adoooore ce produt,5
36670,94855,1727,94855,1,2020-11-12,tres bonne qualité,3
80854,94862,1076,94862,3,2021-12-12,je vous le conseille le produit est magnifique,1
54710,94889,320,94889,1,2020-10-26,j aime bien ,5
41406,95070,612,95070,2,2021-10-3,tres mauvaise qualité,3
97882,95076,1150,95076,1,2020-5-18,j aime pas trop,1
49419,95082,748,95082,2,2020-2-1,tres bonne qualité,2
31931,95106,79,95106,2,2021-6-8,j adoooore ce produt,2
95715,95142,1408,95142,1,2021-5-27,j adoooore ce produt,4
97581,95162,714,95162,1,2021-1-1,j aime bien ,1
30010,95175,1224,95175,1,2020-1-6,tres bonne qualité,4
40331,95199,2168,95199,2,2020-4-23,tres mauvaise qualité,2
44412,95236,1129,95236,1,2020-11-25,je suis content,1
42976,95265,1752,95265,1,2020-10-3,je vous le conseille le produit est magnifique,5
11263,95361,1352,95361,1,2021-12-7,je suis deçu,2
57152,95386,2136,95386,1,2020-9-10,je suis contente,4
12354,95396,136,95396,1,2020-1-11,j aime bien ,3
58612,95443,143,95443,1,2021-5-25,le produit n est pas original,5
7921,95476,1607,95476,5,2020-2-25,je suis deçu,3
39583,95497,2062,95497,1,2020-11-5,tres mauvaise qualité,4
84685,95542,782,95542,1,2021-11-20,tres mauvaise qualité,5
25927,95568,2002,95568,2,2020-10-21,j aime bien ,4
91207,95577,127,95577,3,2020-3-6,j adoooore ce produt,2
18890,95665,1252,95665,3,2020-10-15,tres mauvaise qualité,1
76894,95694,290,95694,2,2020-3-21,tres bonne qualité,1
2825,95705,749,95705,1,2021-3-17,flop,4
92897,95717,475,95717,1,2020-3-10,flop,4
24332,95773,1011,95773,4,2020-9-22,j adoooore ce produt,5
41803,95805,1881,95805,2,2020-3-25,j adoooore ce produt,2
24666,95822,2035,95822,1,2020-3-3,le produit n est pas original,4
70814,95833,1389,95833,3,2021-2-8,j adoooore ce produt,1
25087,95841,335,95841,5,2021-9-25,flop,4
13629,95886,1424,95886,1,2020-10-27,je vous le conseille le produit est magnifique,1
25230,95895,674,95895,4,2020-6-1,flop,5
56354,95900,1352,95900,4,2020-11-5,le produit n est pas original,1
14822,95948,13,95948,2,2021-9-9,je suis deçu,2
30573,96036,1246,96036,1,2021-4-3,tres mauvaise qualité,5
15226,96094,720,96094,5,2020-1-22,top,1
42392,96108,1327,96108,1,2020-3-4,j adoooore ce produt,1
47549,96114,1060,96114,2,2020-5-22,j aime bien ,1
53585,96195,807,96195,1,2020-10-17,le produit n est pas original,1
20860,96277,16,96277,2,2020-10-22,top,2
58899,96287,1296,96287,3,2021-12-26,flop,1
45430,96335,863,96335,1,2020-1-2,je suis contente,2
35504,96349,1912,96349,1,2020-6-6,j adoooore ce produt,4
56491,96357,1167,96357,1,2021-9-3,top,4
90377,96403,1072,96403,3,2021-6-1,je suis deçu,5
95751,96464,1651,96464,4,2021-6-2,je suis deçu,1
31645,96469,1039,96469,1,2021-11-6,j adoooore ce produt,1
3509,96488,2180,96488,2,2020-3-24,j aime bien ,3
47642,96529,779,96529,2,2020-2-5,je suis content,5
86661,96545,935,96545,2,2021-5-13,flop,1
69582,96548,949,96548,1,2020-7-7,j aime bien ,5
20199,96571,2178,96571,1,2021-10-21,top,1
1977,96637,1605,96637,1,2020-10-12,j aime pas trop,4
64437,96695,1212,96695,5,2020-11-6,j aime bien ,3
76075,96757,492,96757,2,2020-3-27,j adoooore ce produt,3
42741,96829,1572,96829,1,2021-11-10,top,1
81031,96927,1682,96927,1,2020-12-22,flop,4
81772,96978,1846,96978,2,2021-1-23,le produit n est pas original,4
12015,96988,1570,96988,4,2021-8-4,je suis deçu,1
94629,97027,1161,97027,2,2020-12-21,top,3
10410,97046,410,97046,5,2020-3-14,j aime pas trop,1
60963,97051,1358,97051,2,2021-9-24,je vous le conseille le produit est magnifique,2
64231,97109,57,97109,4,2020-8-2,j adoooore ce produt,4
30104,97179,1523,97179,1,2021-12-24,j adoooore ce produt,3
1113,97193,904,97193,2,2021-5-9,j aime bien ,1
50632,97210,1668,97210,1,2021-12-12,j aime pas trop,3
60298,97249,56,97249,5,2020-11-10,le produit n est pas original,2
52536,97281,769,97281,1,2020-10-1,j adoooore ce produt,1
63153,97450,1845,97450,1,2020-7-21,j aime bien ,3
50180,97459,425,97459,3,2021-6-22,j aime bien ,3
2608,97530,1438,97530,2,2021-8-20,le produit n est pas original,3
85628,97546,596,97546,3,2021-7-15,tres bonne qualité,3
19491,97590,1278,97590,2,2020-7-28,je suis contente,5
32032,97600,847,97600,3,2020-2-2,tres bonne qualité,5
36277,97626,1889,97626,4,2021-8-14,j adoooore ce produt,5
18872,97663,1366,97663,1,2020-7-22,le produit n est pas original,4
43005,97670,823,97670,3,2021-2-10,je suis content,1
53564,97674,111,97674,1,2020-10-2,tres bonne qualité,1
23434,97679,1960,97679,4,2021-8-20,je vous le conseille le produit est magnifique,5
21903,97685,1932,97685,1,2020-6-16,j aime bien ,1
41827,97791,1844,97791,3,2021-9-8,je vous le conseille le produit est magnifique,1
28938,97812,719,97812,1,2020-1-7,je vous le conseille le produit est magnifique,5
43138,97875,970,97875,3,2021-12-26,top,3
34137,97957,1430,97957,5,2020-12-5,le produit n est pas original,3
63280,98000,1096,98000,4,2021-6-24,top,1
43280,98016,961,98016,4,2021-8-8,top,5
35824,98027,2064,98027,1,2020-7-9,tres mauvaise qualité,4
14135,98066,665,98066,3,2021-5-17,j aime pas trop,2
5266,98071,2166,98071,3,2021-8-10,top,1
85897,98122,619,98122,4,2020-3-24,j aime pas trop,4
28336,98159,1134,98159,1,2020-6-18,tres mauvaise qualité,3
63694,98185,1714,98185,1,2021-12-19,je suis content,5
29542,98213,970,98213,3,2020-9-23,top,1
90868,98226,525,98226,1,2021-10-5,top,3
17022,98227,951,98227,2,2021-8-17,je suis deçu,4
95806,98349,1088,98349,1,2021-2-14,je suis deçu,3
47287,98382,1901,98382,4,2021-8-4,je vous le conseille le produit est magnifique,5
76762,98387,466,98387,1,2020-2-21,je vous le conseille le produit est magnifique,5
4093,98407,1586,98407,3,2021-10-23,j aime bien ,5
11656,98433,855,98433,1,2021-10-20,top,3
79510,98449,18,98449,2,2021-1-12,je suis deçu,1
8560,98460,1246,98460,2,2021-1-5,le produit n est pas original,1
80072,98468,1981,98468,1,2021-1-18,je suis content,3
81826,98472,1800,98472,3,2020-8-27,j aime bien ,4
4602,98480,300,98480,2,2020-8-4,j aime bien ,4
75794,98493,128,98493,1,2020-4-10,le produit n est pas original,2
37470,98509,294,98509,3,2020-5-15,j aime pas trop,4
9875,98606,891,98606,1,2020-3-4,le produit n est pas original,1
67563,98634,2076,98634,1,2021-6-6,top,2
95237,98650,1671,98650,3,2020-7-22,flop,4
28678,98680,1161,98680,1,2020-10-26,j aime pas trop,2
70503,98793,1299,98793,3,2020-10-14,je vous le conseille le produit est magnifique,1
50124,98822,1474,98822,2,2020-2-8,je suis deçu,2
45769,98837,125,98837,5,2021-12-20,tres bonne qualité,2
67403,98924,1084,98924,5,2021-3-21,je vous le conseille le produit est magnifique,3
47109,98935,561,98935,1,2021-6-7,j aime bien ,2
44840,98986,2084,98986,2,2021-10-8,flop,5
24055,98991,1625,98991,1,2021-6-16,tres mauvaise qualité,2
48139,99030,2168,99030,2,2020-9-28,flop,2
19454,99111,1295,99111,2,2021-6-21,j aime pas trop,4
31766,99140,1166,99140,2,2020-4-14,je suis contente,4
37743,99154,221,99154,2,2021-9-15,j aime bien ,2
57443,99262,268,99262,1,2021-8-26,je vous le conseille le produit est magnifique,2
11826,99296,621,99296,2,2020-4-9,tres mauvaise qualité,4
67138,99322,1420,99322,3,2021-2-5,flop,1
59697,99325,1934,99325,3,2021-2-12,j aime pas trop,2
66394,99386,156,99386,5,2021-10-15,je vous le conseille le produit est magnifique,2
8136,99399,530,99399,1,2021-1-17,j adoooore ce produt,5
94056,99428,1845,99428,1,2021-10-28,je suis contente,4
46749,99460,1370,99460,2,2020-10-9,je suis contente,3
72388,99516,728,99516,2,2021-4-23,top,4
63694,99521,1255,99521,1,2020-1-15,flop,2
69390,99724,1097,99724,4,2020-4-5,j aime pas trop,4
51279,99777,2144,99777,1,2021-4-4,je suis contente,5
65376,99810,1992,99810,2,2020-6-5,tres bonne qualité,1
78741,99864,763,99864,3,2020-2-9,je suis contente,4
50702,99959,1358,99959,1,2021-5-2,top,2
97392,21309,832,100091,1,2020-6-25,je suis deçu,5
35046,96590,294,100124,2,2021-8-24,top,5
51561,66453,1245,100144,1,2021-4-27,je vous le conseille le produit est magnifique,5
71948,87889,673,100149,1,2020-2-28,j aime bien ,5
20020,30279,545,100159,4,2020-11-10,je suis deçu,3
73112,89244,172,100186,1,2020-10-17,je suis contente,3
37426,76683,2057,100359,4,2021-5-2,j aime pas trop,1
44159,67029,2,100365,5,2021-11-4,je vous le conseille le produit est magnifique,3
22564,51647,1042,100397,3,2020-12-2,top,3
86274,50457,2163,100415,1,2020-2-21,tres bonne qualité,5
85018,11147,1920,100484,5,2020-2-9,je suis content,4
69028,81702,1422,100487,1,2020-8-1,le produit n est pas original,5
17547,28712,948,100489,2,2021-2-8,je suis deçu,1
43842,73853,764,100545,1,2021-3-18,top,5
84750,12244,1655,100562,2,2020-8-22,j aime pas trop,4
43094,98764,1000,100598,4,2020-12-14,tres bonne qualité,3
78966,65640,1622,100610,2,2020-5-26,je suis contente,1
96718,72726,574,100689,2,2020-8-20,je suis content,2
17185,9347,1265,100757,5,2021-4-20,je suis content,3
29046,70220,1514,100799,1,2020-11-17,je suis contente,1
30856,43222,21,100825,1,2020-7-28,flop,5
53366,42036,138,100978,4,2020-2-26,je suis contente,3
34316,4187,1544,100996,4,2020-11-1,top,1
46644,95723,263,101029,2,2021-9-18,je suis content,2
67800,25899,292,101177,3,2020-10-15,j adoooore ce produt,4
23064,52162,908,101202,3,2020-7-28,top,2
42703,80683,477,101237,1,2020-8-13,j aime bien ,5
77889,68927,1910,101248,3,2020-1-7,le produit n est pas original,1
31373,61261,983,101282,1,2021-9-22,je suis contente,5
93903,57756,167,101335,1,2021-2-16,le produit n est pas original,5
41816,57961,1454,101358,3,2020-2-4,je vous le conseille le produit est magnifique,3
49995,97469,1956,101374,4,2021-2-12,le produit n est pas original,3
371,13922,1690,101397,2,2021-11-4,j aime pas trop,1
24654,53875,1682,101399,1,2020-2-8,flop,4
26475,85851,2022,101415,3,2020-3-3,tres bonne qualité,4
10746,63141,470,101426,3,2020-3-27,je suis content,4
68088,39747,743,101444,4,2021-4-13,tres mauvaise qualité,1
3950,23192,525,101471,5,2020-6-28,tres mauvaise qualité,2
41237,51519,985,101500,2,2020-10-7,top,3
55199,94510,1559,101531,3,2021-12-3,je suis content,1
94757,86564,1215,101556,2,2020-9-14,j adoooore ce produt,3
66118,98470,114,101622,4,2021-11-26,j aime pas trop,1
69738,62839,1545,101660,2,2020-6-22,tres bonne qualité,1
4375,82192,1868,101669,1,2021-5-11,top,1
